GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
kafka-ui-api,com.provectus.kafka.ui.service.rbac.extractor,OauthAuthorityExtractor,215,0,16,0,54,0,21,0,13,0
kafka-ui-api,com.provectus.kafka.ui.service.rbac.extractor,RbacLdapAuthoritiesExtractor,173,0,2,0,32,0,12,0,11,0
kafka-ui-api,com.provectus.kafka.ui.service.rbac.extractor,GithubAuthorityExtractor.new ParameterizedTypeReference() {...},6,0,0,0,1,0,1,0,1,0
kafka-ui-api,com.provectus.kafka.ui.service.rbac.extractor,GithubAuthorityExtractor.new ParameterizedTypeReference() {...},6,0,0,0,1,0,1,0,1,0
kafka-ui-api,com.provectus.kafka.ui.service.rbac.extractor,CognitoAuthorityExtractor,139,0,6,0,34,0,16,0,13,0
kafka-ui-api,com.provectus.kafka.ui.service.rbac.extractor,GithubAuthorityExtractor,437,0,12,0,109,0,39,0,33,0
kafka-ui-api,com.provectus.kafka.ui.service.rbac.extractor,GoogleAuthorityExtractor,134,0,6,0,32,0,15,0,12,0
kafka-ui-api,com.provectus.kafka.ui.util,ApplicationMetrics,17,112,1,1,5,29,3,8,2,8
kafka-ui-api,com.provectus.kafka.ui.util,DynamicConfigOperations,108,242,7,13,25,57,11,16,4,13
kafka-ui-api,com.provectus.kafka.ui.util,DynamicConfigOperations.PropertiesStructure.Auth,125,0,22,0,4,0,21,0,10,0
kafka-ui-api,com.provectus.kafka.ui.util,KafkaServicesValidation,237,0,4,0,69,0,15,0,13,0
kafka-ui-api,com.provectus.kafka.ui.util,ReactiveFailover.PublisherHolder,4,45,0,4,2,12,0,6,0,4
kafka-ui-api,com.provectus.kafka.ui.util,DynamicConfigOperations.PropertiesStructure.PropertiesStructureBuilder,25,20,0,0,0,1,4,3,4,3
kafka-ui-api,com.provectus.kafka.ui.util,SslPropertiesUtil,18,3,5,1,3,2,3,1,0,1
kafka-ui-api,com.provectus.kafka.ui.util,EmptyRedirectStrategy,79,0,6,0,23,0,9,0,6,0
kafka-ui-api,com.provectus.kafka.ui.util,GithubReleaseInfo,10,55,0,0,0,18,3,7,3,7
kafka-ui-api,com.provectus.kafka.ui.util,DynamicConfigOperations.PropertiesStructure,196,42,38,0,5,11,32,3,13,3
kafka-ui-api,com.provectus.kafka.ui.util,ReactiveFailover,7,289,3,25,2,55,3,31,0,20
kafka-ui-api,com.provectus.kafka.ui.util,ResourceUtil,12,0,0,0,2,0,1,0,1,0
kafka-ui-api,com.provectus.kafka.ui.util,DynamicConfigOperations.new Representer() {...},0,18,0,2,0,4,0,3,0,2
kafka-ui-api,com.provectus.kafka.ui.util,ApplicationRestarter,50,16,2,0,17,5,4,3,3,3
kafka-ui-api,com.provectus.kafka.ui.util,KafkaVersion,11,17,1,1,3,3,1,1,0,1
kafka-ui-api,com.provectus.kafka.ui.util,WebClientConfigurator,92,147,15,13,24,35,12,15,1,12
kafka-ui-api,com.provectus.kafka.ui.util,DynamicConfigOperations.PropertiesStructure.Auth.AuthBuilder,27,0,0,0,1,0,5,0,5,0
kafka-ui-api,com.provectus.kafka.ui.util,GithubReleaseInfo.GithubReleaseDto,0,19,0,0,0,2,0,2,0,2
kafka-ui-api,com.provectus.kafka.ui,KafkaUiApplication,24,3,0,0,6,1,2,1,2,1
kafka-ui-api,com.provectus.kafka.ui.service.ksql,KsqlGrammar,12,56,2,2,3,11,2,4,0,4
kafka-ui-api,com.provectus.kafka.ui.service.ksql,KsqlGrammar.KsqlStatements,56,9,12,0,0,2,9,2,3,2
kafka-ui-api,com.provectus.kafka.ui.service.ksql,KsqlServiceV2,82,172,4,2,15,37,7,10,4,10
kafka-ui-api,com.provectus.kafka.ui.service.ksql,KsqlApiClient.KsqlResponseTable.KsqlResponseTableBuilder,15,30,0,0,0,1,2,5,2,5
kafka-ui-api,com.provectus.kafka.ui.service.ksql,KsqlServiceV2.KsqlExecuteCommand,143,0,28,0,4,0,21,0,7,0
kafka-ui-api,com.provectus.kafka.ui.service.ksql,KsqlGrammar.new BaseErrorListener() {...},6,3,0,0,1,1,1,1,1,1
kafka-ui-api,com.provectus.kafka.ui.service.ksql,KsqlGrammar.CaseInsensitiveStream.new KsqlGrammar.CaseInsensitiveStream() {...},0,16,0,2,0,5,0,3,0,2
kafka-ui-api,com.provectus.kafka.ui.service.ksql,KsqlApiClient.KsqlResponseTable,165,39,33,1,4,6,23,5,6,5
kafka-ui-api,com.provectus.kafka.ui.service.ksql,KsqlApiClient.KsqlRequest,89,15,20,0,0,3,13,3,3,3
kafka-ui-api,com.provectus.kafka.ui.service.ksql,KsqlGrammar.CaseInsensitiveStream,18,33,0,0,0,3,4,7,4,7
kafka-ui-api,com.provectus.kafka.ui.service.ksql,KsqlApiClient,112,214,11,7,25,53,15,10,6,10
kafka-ui-api,com.provectus.kafka.ui.model.rbac.provider,Provider.Name,12,0,0,0,5,0,2,0,2,0
kafka-ui-api,com.provectus.kafka.ui.model.rbac.provider,Provider,44,0,0,0,8,0,2,0,2,0
kafka-ui-api,com.provectus.kafka.ui.config,ClustersProperties.AuditProperties.LogLevel,15,0,0,0,3,0,1,0,1,0
kafka-ui-api,com.provectus.kafka.ui.config,ClustersProperties.AuditProperties,255,41,54,0,1,8,33,12,6,12
kafka-ui-api,com.provectus.kafka.ui.config,ClustersProperties.PollingProperties,143,12,30,0,0,4,22,4,7,4
kafka-ui-api,com.provectus.kafka.ui.config,ClustersProperties,216,140,47,17,7,32,33,18,8,11
kafka-ui-api,com.provectus.kafka.ui.config,ClustersProperties.ConnectCluster.ConnectClusterBuilder,14,49,0,0,0,1,1,8,1,8
kafka-ui-api,com.provectus.kafka.ui.config,ClustersProperties.Masking.Type,0,21,0,0,0,2,0,1,0,1
kafka-ui-api,com.provectus.kafka.ui.config,CustomWebFilter,16,31,3,3,7,5,3,2,0,2
kafka-ui-api,com.provectus.kafka.ui.config,ClustersProperties.ConnectCluster,238,80,54,0,1,10,34,13,7,13
kafka-ui-api,com.provectus.kafka.ui.config,ClustersProperties.SerdeConfig,230,45,54,0,0,7,31,13,4,13
kafka-ui-api,com.provectus.kafka.ui.config,ClustersProperties.SchemaRegistryAuth,104,9,22,0,1,3,17,3,6,3
kafka-ui-api,com.provectus.kafka.ui.config,ClustersProperties.MetricsConfigData,313,0,62,0,9,0,50,0,19,0
kafka-ui-api,com.provectus.kafka.ui.config,ClustersProperties.TruststoreConfig,113,0,22,0,4,0,20,0,9,0
kafka-ui-api,com.provectus.kafka.ui.config,ClustersProperties.Cluster,692,93,154,0,2,18,93,27,16,27
kafka-ui-api,com.provectus.kafka.ui.config,WebclientProperties,80,13,15,1,4,6,13,4,5,4
kafka-ui-api,com.provectus.kafka.ui.config,CorsGlobalConfiguration,6,38,1,1,2,11,1,3,0,3
kafka-ui-api,com.provectus.kafka.ui.config,ClustersProperties.KeystoreConfig,107,15,22,0,3,3,18,3,7,3
kafka-ui-api,com.provectus.kafka.ui.config,ReadOnlyModeFilter,12,69,0,8,2,17,1,7,1,3
kafka-ui-api,com.provectus.kafka.ui.config,ClustersProperties.Masking,274,41,62,0,1,7,38,12,7,12
kafka-ui-api,com.provectus.kafka.ui.config,Config,9,45,1,1,3,11,1,4,0,4
kafka-ui-api,com.provectus.kafka.ui.config,ClustersProperties.KsqldbServerAuth,104,9,22,0,1,3,17,3,6,3
kafka-ui-api,com.provectus.kafka.ui.model.rbac.permission,ConnectAction,5,36,0,0,1,7,1,2,1,2
kafka-ui-api,com.provectus.kafka.ui.model.rbac.permission,AclAction,5,22,0,0,1,5,1,2,1,2
kafka-ui-api,com.provectus.kafka.ui.model.rbac.permission,TopicAction,5,56,0,0,1,10,1,2,1,2
kafka-ui-api,com.provectus.kafka.ui.model.rbac.permission,ConsumerGroupAction,5,29,0,0,1,6,1,2,1,2
kafka-ui-api,com.provectus.kafka.ui.model.rbac.permission,SchemaAction,5,43,0,0,1,8,1,2,1,2
kafka-ui-api,com.provectus.kafka.ui.model.rbac.permission,ApplicationConfigAction,9,18,0,0,2,4,2,1,2,1
kafka-ui-api,com.provectus.kafka.ui.model.rbac.permission,ClusterConfigAction,5,22,0,0,1,5,1,2,1,2
kafka-ui-api,com.provectus.kafka.ui.model.rbac.permission,KsqlAction,21,0,0,0,5,0,3,0,3,0
kafka-ui-api,com.provectus.kafka.ui.model.rbac.permission,AuditAction,20,0,0,0,5,0,3,0,3,0
kafka-ui-api,com.provectus.kafka.ui.service.integration.odd,OddExporter,159,0,4,0,40,0,15,0,13,0
kafka-ui-api,com.provectus.kafka.ui.service.integration.odd,OddExporterScheduler,27,0,0,0,8,0,2,0,2,0
kafka-ui-api,com.provectus.kafka.ui.service.integration.odd,ConnectorsExporter,20,171,0,0,6,35,2,11,2,11
kafka-ui-api,com.provectus.kafka.ui.service.integration.odd,OddIntegrationProperties,155,0,30,0,4,0,26,0,11,0
kafka-ui-api,com.provectus.kafka.ui.service.integration.odd,SchemaReferencesResolver,0,90,0,4,0,17,0,8,0,6
kafka-ui-api,com.provectus.kafka.ui.service.integration.odd,OddIntegrationConfig,20,0,0,0,4,0,4,0,4,0
kafka-ui-api,com.provectus.kafka.ui.service.integration.odd,TopicsExporter,36,265,2,6,3,54,4,19,2,17
kafka-ui-api,com.provectus.kafka.ui.service.integration.odd,ConnectorInfo,288,71,16,6,54,17,23,9,12,7
kafka-ui-api,com.provectus.kafka.ui.service.integration.odd,SchemaReferencesResolver.Resolving,0,36,0,0,0,3,0,3,0,3
kafka-ui-api,com.provectus.kafka.ui.service.integration.odd,Oddrn,9,82,1,1,5,31,2,8,1,8
kafka-ui-api,com.provectus.kafka.ui.service.masking.policies,Remove,0,72,0,6,0,18,0,9,0,6
kafka-ui-api,com.provectus.kafka.ui.service.masking.policies,MaskingPolicy,17,36,5,3,5,8,4,4,0,3
kafka-ui-api,com.provectus.kafka.ui.service.masking.policies,FieldsSelector,0,45,0,8,0,8,0,8,0,4
kafka-ui-api,com.provectus.kafka.ui.service.masking.policies,Mask,22,209,2,17,3,40,3,20,1,11
kafka-ui-api,com.provectus.kafka.ui.service.masking.policies,Replace,21,122,1,9,3,26,2,12,1,8
kafka-ui-api,com.provectus.kafka.ui.service.ksql.response,ResponseParser,258,137,33,24,62,32,33,16,7,4
kafka-ui-api,com.provectus.kafka.ui.service.ksql.response,DynamicParser,22,81,3,1,7,27,3,7,1,7
kafka-ui-api,com.provectus.kafka.ui.mapper,ClusterMapperImpl,272,393,39,21,91,102,36,18,5,12
kafka-ui-api,com.provectus.kafka.ui.mapper,DescribeLogDirsMapper,5,140,2,2,1,28,2,10,0,10
kafka-ui-api,com.provectus.kafka.ui.mapper,KafkaSrMapperImpl,80,167,23,19,38,52,23,15,1,9
kafka-ui-api,com.provectus.kafka.ui.mapper,ConsumerGroupMapper,215,79,11,1,44,15,14,6,6,6
